"NCIt_code","synonyms_lower"
"C172339","anti-rabies igg"
"C172339","anti-rabies igg antibody"
"C172339","rabies-specific igg"
"C172340","rabies-specific igm antibody"
"C172340","anti-rabies igm"
"C172340","anti-rabies igm antibody"
"C172340","rabies-specific igm"
"C172366","autologous anti-cd19 t-cell receptor fusion construct t-cells tc-110"
"C172366","autologous anti-cd19 truc t-cells tc-110"
"C172366","cd19-specific epsilon-truc tc-110"
"C172366","cd19-specific t cell receptor fusion construct t cell tc-110"
"C172366","tc 110"
"C172366","tc 110 t cells"
"C172366","tc-110"
"C172366","tc-110 t cells"
"C172366","tc110"
"C172366","tc110 t cells"
"C172366","truc t cells tc-110"
"C172366","truc-t cell-targeting cd19 tc-110"
"C172380","robo1-targeted bicar-nkt cells"
"C172380","anti-robo1 bicar-nk/t cells"
"C172380","robo1 car-nk/t cells"
"C172380","robo1-targeted bi-car-nk/t cells"
"C172382","mek 1/2 inhibitor fcn-159"
"C172382","fcn 159"
"C172382","fcn-159"
"C172382","fcn159"
"C172382","mek inhibitor fcn-159"
"C172385","ectoine mouthwash eml03"
"C172385","eml 03"
"C172385","eml-03"
"C172385","eml03"
"C172385","ectoine mouth wash"
"C172385","ectoine mouth wash eml03"
"C172386","autologous nectin-4/fap-targeted car-t cells"
"C172386","autologous anti-nectin-4/anti-fap car-t cells"
"C172386","autologous anti-nectin-4/fap car-t cells"
"C172386","autologous nectin4/fap-targeted car-t cells"
"C172387","autologous cd19/pd-1 bispecific car-t cells"
"C172387","autologous anti-cd19/pd-1 bispecific car-t cells"
"C172387","cd19/pd-1 bispecific car t-cells"
"C172387","mc-19pd1 car-t cells"
"C172388","trastuzumab imbotolimod"
"C172388","bdc 1001"
"C172388","bdc-1001"
"C172388","bdc1001"
"C172388","isac bdc-1001"
"C172388","immune stimulating antibody conjugate bdc-1001"
"C172388","trastuzumab-tlr 7/8 agonist bdc-1001"
"C172390","cdk7 inhibitor sy-5609"
"C172390","cyclin-dependent kinase 7 inhibitor sy-5609"
"C172390","sy 5609"
"C172390","sy-5609"
"C172390","sy5609"
"C172391","anti-integrin beta-6/mmae antibody-drug conjugate sgn-b6a"
"C172391","anti-integrin beta-6 antibody-drug conjugate sgn-b6a"
"C172391","anti-integrin beta-6-mmae adc sgn-b6a"
"C172391","anti-integrin beta-6/mmae adc sgn-b6a"
"C172391","sgn b6a"
"C172391","sgn-b6a"
"C172391","sgnb6a"
"C172394","pan-trk inhibitor nov1601"
"C172394","chc 2014"
"C172394","chc-2014"
"C172394","nov 1601"
"C172394","nov-1601"
"C172394","nov1601"
"C172394","trk inhibitor nov1601"
"C172395","lmp2-specific t cell receptor-transduced autologous t-lymphocytes"
"C172395","lmp2 antigen-specific tcr t cells"
"C172396","golcadomide"
"C172396","cc -99282"
"C172396","cc 99282"
"C172396","cc99282"
"C172396","celmod cc-99282"
"C172396","cereblon e3 ubiquitin ligase modulating agent cc-99282"
"C172396","cereblon e3 ubiquitin ligase modulating drug cc-99282"
"C172396","cereblon modulator cc-99282"
"C1723","cetuximab"
"C1723","cetuximab biosimilar cdp-1"
"C1723","cetuximab biosimilar cmab009"
"C1723","cetuximab biosimilar kl 140"
"C1723","chimeric anti-egfr monoclonal antibody"
"C1723","chimeric moab c225"
"C1723","chimeric monoclonal antibody c225"
"C1723","erbitux"
"C1723","imc-c225"
"C172443","ivicentamab"
"C172443","anti-cd37 bispecific monoclonal antibody gen3009"
"C172443","duohexabody-cd37"
"C172443","duohexabody-cd37 gen3009"
"C172443","gen 3009"
"C172443","gen-3009"
"C172443","gen3009"
"C1724","caspofungin acetate"
"C1724","cancidas"
"C1725","tyrosine kinase inhibitor su5402"
"C1725","3-[(3-(2-carboxyethyl)-4-methylpyrrol-2-yl)methylene]-2-indolinone"
"C1725","su 5402"
"C172611","lucinactant"
"C172611","api 02"
"C172611","ati 02"
"C172611","kl4-surfactant"
"C172611","surfaxin"
"C172613","galidesivir"
"C172613","bcx 4430"
"C172613","bcx-4430"
"C172613","bcx4430"
"C172613","immucillin-a"
"C172614","galidesivir hydrochloride"
"C172614","bcx4430 hydrochloride"
"C172615","gimsilumab"
"C172615","immunoglobulin g1, anti-(human granulocyte-macrophage colony-stimulating factor) (human monoclonal morab-022 heavy chain), disulfide with human monoclonal morab-022 kappa-chain, dimer"
"C172615","morab022"
"C172615","morab-022"
"C172616","zavegepant"
"C172616","1-piperidinecarboxamide, 4-(1,2-dihydro-2-oxo-3-quinolinyl)-n-((1r)-1-((7-methyl-1h-indazol-5-yl)methyl)-2-(4-(1-methyl-4-piperidinyl)-1-piperazinyl)-2-oxoethyl)-"
"C172616","4-(1,2-dihydro-2-oxo-3-quinolinyl)-n-((1r)-1-((7-methyl-1h-indazol-5-yl)methyl)-2-(4-(1-methyl-4-piperidinyl)-1-piperazinyl)-2-oxoethyl)-1-piperidinecarboxamide"
"C172616","bhv 3500"
"C172616","bhv-3500"
"C172616","bhv3500"
"C172616","bms 742413"
"C172616","bms-742413"
"C172616","bms742413"
"C172616","vazegepant"
"C172619","chlorine dioxide"
"C172619","chlorine oxide"
"C172619","chlorine peroxide"
"C172619","chloroperoxyl"
"C172633","molnupiravir"
"C172633","eidd 2801"
"C172633","eidd-2801"
"C172633","eidd2801"
"C172633","lagevrio"
"C172633","mk 4482"
"C172633","mk-4482"
"C172633","mk4482"
"C172633","n4-hydroxycytidine, 5'-isopropyl ester"
"C172633","sars-cov-2 antiviral agents: molnupiravir"
"C172633","uridine, 4-oxime, 5'-(2-methylpropanoate)"
"C172635","hiv-1 protease inhibitor asc09"
"C172635","((3as,4r,6ar)-2,3,3a,4,5,6a-hexahydrofuro(2,3-b)furan-4-yl) n-((1s,2r)-1-benzyl-3-((2-((1-cyclopentyl-4-piperidyl)amino)-1,3-benzothiazol-6-yl)sulfonyl-isobutyl-amino)-2-hydroxy-propyl)carbamate"
"C172635","asc 09"
"C172635","asc-09"
"C172635","asc09"
"C172635","carbamic acid, n-((1s,2r)-3-(((2-((1-cyclopentyl-4-piperidinyl)amino)-6-benzothiazolyl)sulfonyl)(2-methylpropyl)amino)-2-hydroxy-1-(phenylmethyl)propyl)-, (3r,3as,6ar)-hexahydrofuro(2,3-b)furan-3-yl ester"
"C172635","protease inhibitor asc09"
"C172635","tmc  310911"
"C172635","tmc-310911"
"C172635","tmc310911"
"C172638","meplazumab"
"C172638","ketantin"
"C172638","pmz-201501"
"C172638","pmz201501"
"C172641","anti-gm-csf monoclonal antibody"
"C172643","vilobelimab"
"C172643","ifx 1"
"C172643","ifx-1"
"C172643","ifx1"
"C172652","vidofludimus calcium anhydrous"
"C172652","imu 838"
"C172652","imu-838"
"C172652","imu838"
"C172652","vidofludimus calcium"
"C172653","plonmarlimab"
"C172653","anti-gm-csf monoclonal antibody tj-003234"
"C172653","tj 003234"
"C172653","tj-003234"
"C172653","tj003234"
"C172653","tjm 2"
"C172653","tjm-2"
"C172653","tjm2"
"C172654","olokizumab"
"C172654","cdp 6038"
"C172654","cdp-6038"
"C172654","cdp6038"
"C172657","atibuclimab"
"C172657","ic 14"
"C172657","ic-14"
"C172657","ic14"
"C1726","su4984"
"C1726","3-(4-(1-formylpiperazin-4-yl)-benzylidenyl)-2-indolinone"
"C1726","su 4984"
"C172708","allogeneic anti-cd19 car t-cells allo-501a"
"C172708","allo 501a"
"C172708","allo-501a"
"C172708","allo501a"
"C172708","allogeneic anti-cd19 car t-lymphocytes allo-501a"
"C172708","allogeneic anti-cd19 car-t cells allo-501a"
"C172708","allogeneic cd19-specific car t-cells allo-501a"
"C172733","inactivated sars-cov-2 vaccine"
"C172733","picovacc"
"C172734","reluscovtogene ralaplasmid"
"C172734","ino 4800"
"C172734","ino-4800"
"C172734","ino4800"
"C172734","pgx 9501"
"C172734","pgx-9501"
"C172734","pgx9501"
"C172736","elasomeran"
"C172736","cx-024414"
"C172736","lnp-encapsulated mrna-based sars-cov-2 vaccine mrna-1273 "
"C172736","lipid nanoparticle-encapsulated mrna-based sars-cov-2 vaccine mrna-1273"
"C172736","m-1273"
"C172736","moderna covid-19 vaccine"
"C172736","spikevax"
"C172736","tak-919"
"C172736","mrna 1273 "
"C172736","mrna-1273 "
"C172736","mrna-1273 (moderna)"
"C172736","mrna1273 "
"C172741","motacabtagene lurevgedleucel"
"C172741","allogeneic crispr-cas9 engineered anti-bcma t cells ctx120"
"C172741","crispr/cas9 gene-edited allogeneic anti-bcma car-t cells ctx120"
"C172741","ctx 120"
"C172741","ctx-120"
"C172741","ctx120"
"C172744","saponin-based adjuvant"
"C172744","matrix-m1 adjuvant"
"C172744","matrix-m"
"C172745","genetically modified sars-cov-2 spike protein-encoding bifidobacterium longum dna vaccine"
"C172745","genetically modified sars-cov-2 s protein-encoding bifidobacterium longum dna vaccine"
"C172745","bactrl-spike"
"C172746","obecabtagene autoleucel"
"C172746","auto 1"
"C172746","auto-1"
"C172746","auto1"
"C172746","auto1 car-t cells"
"C172746","autologous anti-cd19 car t-cells auto1"
"C172746","autologous anti-cd19 chimeric antigen receptor t-cells auto1"
"C172746","autologous anti-cd19 chimeric antigen receptor t-lymphocytes auto1"
"C172746","autologous cd19-targeted car t-cells auto1"
"C172746","cd19car t-cells auto1"
"C172746","cd19cat-41bbz car t-cells auto1"
"C172746","obe-cel"
"C172750","sars-cov-2 antigen-specific cytotoxic t-lymphocytes"
"C172750","sars-cov-2 antigen-specific ctls"
"C172750","sars-cov-2 antigen-specific cytotoxic t lymphocytes"
"C172750","sars-cov-2-specific cytotoxic t-lymphocytes"
"C172754","sars-cov-2 lentiviral-based dendritic cell vaccine lv-smenp-dc"
"C172754","lv-smenp-dc"
"C172754","lv-smenp-dc vaccine"
"C172754","sars-cov-2 lentiviral-based dc vaccine lv-smenp-dc"
"C172755","sars-cov-2 rs nanoparticle vaccine nvx-cov2373 "
"C172755","nvx cov2373"
"C172755","nvx-cov2373"
"C172755","nvxcov2373"
"C172755","nuvaxovid"
"C172755","sars-cov-2 rs nanoparticle vaccine"
"C172787","mrna vaccine"
"C17278","azurocidin"
"C17278","azamp"
"C17278","azu"
"C17278","azu1"
"C17278","azu1 protein"
"C17278","azurocidin 1"
"C17278","azurocidin 1 (cationic antimicrobial protein 37)"
"C17278","cap37"
"C17278","cationic antimicrobial protein 37"
"C17278","cationic antimicrobial protein, 37kd"
"C17278","cationic antimicrobial protein-37"
"C17278","hbp"
"C17278","heparin binding protein"
"C17278","heparin-binding protein"
"C17278","humazur"
"C17278","nazc"
"C17278","neutrophil azurocidin"
"C17279","b-cell receptor cd22"
"C17279","b-cell antigen cd22"
"C17279","b-lymphocyte cell adhesion molecule"
"C17279","bl-cam"
"C17279","cd22"
"C17279","cd22 antigen"
"C17279","lyb8"
"C17279","sialic acid-binding ig-like lectin 2"
"C17279","sialic acid-binding immunoglobulin-like lectin 2"
"C17279","siglec-2"
"C17279","t-cell surface antigen leu-14"
"C1727","perifosine"
"C1727","4-[[hydroxy(octadecyloxy)phosphinyl]oxy]-1,1-dimethylpiperidinium, inner salt"
"C1727","d21266"
"C1727","octadecyl-(n,n-dimethylpiperidino-4-yl)phosphate"
"C1727","octadecylphosphopiperidine"
"C172802","posoleucel"
"C172802","alvr 105"
"C172802","alvr-105"
"C172802","alvr105"
"C172802","allogeneic ebv/cmv/adv/hhv6/bkv/jcv-specific ctls alvr105"
"C172802","allogeneic multi-virus-specific ctls alvr105"
"C172802","vsts alvr105"
"C172802","viralym-m"
"C172805","erk1/2 inhibitor hh2710"
"C172805","erk inhibitor hh2710"
"C172805","extracellular signal-regulated kinase 1/2 inhibitor hh2710"
"C172805","hh 2710"
"C172805","hh-2710"
"C172805","hh2710"
"C172809","tyrosine kinase inhibitor tl-895"
"C172809","tki tl-895"
"C172809","tl 895"
"C172809","tl-895"
"C172809","tl895"
"C17280","hematopoietic progenitor cell antigen cd34"
"C17280","cd34"
"C17280","cd34 antigen"
"C17280","hpca1"
"C17280","gp105-120"
"C172816","hiv-1 protease inhibitor asc09/ritonavir"
"C172816","as c09f"
"C172816","as-c09f"
"C172816","asc09f"
"C172816","hiv-1 protease inhibitor asc09/ritonavir asc09f"
"C172816","protease inhibitor asc09/ritonavir"
"C172817","anti-cd7 car t-cells"
"C172817","anti-cd7 car t-lymphocytes"
"C172817","cd7 car t-cells"
"C172818","cannabinoid-derived inhalation capsule ppp011"
"C172818","caumz"
"C172818","ppp 011"
"C172818","ppp-011"
"C172818","ppp011"
"C172818","synthetic cbd ppp011"
"C172819","danburstotug"
"C172819","anti-pd-l1 monoclonal antibody imc-001"
"C172819","imc 001"
"C172819","imc-001"
"C172819","imc001"
"C172819","sti 3031"
"C172819","sti3031"
"C172820","anti-pd-1 monoclonal antibody 609a"
"C172820","609 a"
"C172820","609-a"
"C172820","609a"
"C172821","trastuzumab monomethyl auristatin f"
"C172821","adc fs-1502"
"C172821","anti-her2 adc fs-1502"
"C172821","antibody-drug conjugate fs-1502"
"C172821","fs 1502"
"C172821","fs-1502"
"C172821","fs1502"
"C172821","trastuzumab mmaf"
"C172822","photodynamic compound tld-1433"
"C172822","pdc tld-1433"
"C172822","tld 1433"
"C172822","tld-1433"
"C172822","tld1433"
"C172825","low-dose aldesleukin ilt-101"
"C172825","ilt 101"
"C172825","ilt-101"
"C172825","ilt101"
"C172825","low-dose il-2 ilt-101"
"C172826","bromhexine"
"C172826","benzenemethanamine, 2-amino-3,5-dibromo-n-cyclohexyl-n-methyl-"
"C172841","autologous ucd19 car t cells"
"C172841","autologous ucd19-car t-lymphocytes"
"C172843","ursolic acid"
"C172843","(3beta)-3-hydroxyurs-12-en-28-oic acid"
"C17284","chromogranin-a"
"C17284","chga"
"C17284","cga"
"C17284","chromogranin a"
"C17284","psp"
"C17284","parathyroid secretory protein 1"
"C17284","pituitary secretory protein i"
"C17284","sp-i"
"C17284","secretory protein i"
"C172860","sodium bicarbonate inhalation solution"
"C172860","sodium bicarbonate nebulizer solution"
"C1728","celecoxib"
"C1728","4-(5-(4-methylphenyl)-3-(trifluoromethyl)-1h-pyrazol-1-yl)benzenesulfonamide"
"C1728","benzenesulfonamide, 4-[5-(4-methylphenyl)-3-(trifluoromethyl)-1h-pyrazol-1-yl]-"
"C1728","celebrex"
"C1728","sc-58635"
"C1728","ym 177"
"C172914","gorilla-derived adenovirus-expressing hpv-16/18 e6/e7 vaccine"
"C172914","hpv vaccine prgn-2009"
"C172914","prgn 2009"
"C172914","prgn-2009"
"C172914","prgn2009"
"C172924","anti-ribonucleoprotein antibody atrc-101"
"C172924","atrc 101"
"C172924","atrc-101"
"C172924","atrc101"
"C172924","anti-rnp antibody atrc-101"
"C172928","supra-pharmacologic dexamethasone sodium phosphate avm0703"
"C172928","avm 0703"
"C172928","avm-0703"
"C172928","avm0703"
"C172928","augmenstem (tm)"
"C172928","plenastem (tm)"
"C172987","anti-gpr20/dxd antibody-drug conjugate ds-6157a"
"C172987","adc ds-6157a"
"C172987","anti-gpr20 adc ds-6157a"
"C172987","anti-gpr20/dxd adc ds-6157a"
"C172987","ds 6157a"
"C172987","ds-6157a"
"C172987","ds6157a"
"C172988","shp2 inhibitor rly-1971"
"C172988","gdc 1971"
"C172988","gdc-1971"
"C172988","gdc1971"
"C172988","rly 1971"
"C172988","rly-1971"
"C172988","rly1971"
"C172990","engineered red blood cells co-expressing 4-1bbl and il-15tp rtx-240"
"C172990","allogeneic red cells expressing 4-1bbl and il-15tp"
"C172990","engineered rbcs co-expressing 4-1bbl and il-15tp rtx-240"
"C172990","rtx 240"
"C172990","rtx-240"
"C172990","rtx240"
"C17299","haptoglobin-related protein"
"C17299","hpr"
"C1729","ct2584 hms"
"C1729","1-(11-(dodecylamino)-10-hydroxyundecyl)-3,7-dihydro-3,7-dimethyl-1h-purine-2,6-dione"
"C1729","1-(11-dodecylamino-10-hydroxyundecyl)-3,7-dimethylxanthine"
"C1729","apra"
"C1729","ct-2584"
"C1729","ct-2584 hms"
"C173008","human sars-cov-2 immune globulin"
"C173008","anti-sars-cov-2 hyper immunoglobulins"
"C173008","sars-cov-2 hyperimmune globulin"
"C173012","covid-19 aapc vaccine"
"C173012","covid-19 artificial antigen presenting cell vaccine"
"C173012","covid-19/aapc vaccine"
"C173017","ad5-ncov covid-19 vaccine"
"C173017","ad5-encoding sars-cov-2 spike protein vaccine"
"C173017","ad5-ncov covid-19"
"C173017","adenovirus type 5-encoding sars-cov-2 spike protein"
"C173019","autologous dendritic cells loaded with sars-cov-2 antigens av-covid-19"
"C173019","av-covid-19"
"C173019","autologous dcs loaded with sars-cov-2 antigens av-covid-19"
"C173019","dcv av-covid-19"
"C173020","sars-cov-2 mrna vaccine bnt162"
"C173020","bnt 162"
"C173020","bnt-162"
"C173020","bnt162"
"C173020","bnt162 covid-19 vaccine"
"C173020","bnt162 sars-cov-2 vaccine"
"C173021","chadox1 ncov-19 vaccine"
"C173021","azd 1222"
"C173021","azd-1222"
"C173021","azd1222"
"C173021","azd1222 sars-cov-2 vaccine"
"C173021","astrazeneca covid-19 vaccine"
"C173021","chadox1 ncov-19"
"C173021","chadox1-s"
"C173021","covishield"
"C173021","oxford-astrazeneca covid vaccine"
"C173021","sars-cov-2 vaccine azd1222"
"C173021","vaxzevria"
"C173023","covid-19 vaccine"
"C173023","sars-cov-2 vaccine"
"C17304","intercellular adhesion molecule 1"
"C17304","cd54"
"C17304","cd54 antigen"
"C17304","human rhinovirus receptor"
"C17304","icam-1"
"C17304","icam1"
"C17304","intercellular adhesion molecule-1"
"C17304","major group rhinovirus receptor"
"C173052","abdavomeran"
"C173052","bnt 162b1"
"C173052","bnt-162b1"
"C173052","bnt1162b1 sars-cov-2 vaccine"
"C173052","bnt162b1"
"C173052","bnt162b1 covid-19 vaccine"
"C173054","sars-cov-2 sp modrna lnp vaccine bnt162a1"
"C173054","bnt 162a1"
"C173054","bnt-162a1"
"C173054","bnt1162a1 sars-cov-2 vaccine"
"C173054","bnt162a1"
"C173054","bnt162a1 covid-19 vaccine"
"C173055","tozinameran"
"C173055","bnt 162b2"
"C173055","bnt-162b2"
"C173055","bnt1162b2 sars-cov-2 vaccine"
"C173055","bnt162b2"
"C173055","bnt162b2 (pfizer-biontech)"
"C173055","bnt162b2 covid-19 vaccine"
"C173055","comirnaty"
"C173055","pfizer covid-19 vaccine"
"C173055","pfizer-biontech covid-19 vaccine"
"C173055","pfizer/biontech covid-19 vaccine"
"C173055","sars-cov-2 sp mrna lnp vaccine bnt162b2"
"C173056","pidacmeran"
"C173056","bnt 162c2"
"C173056","bnt-162c2"
"C173056","bnt1162c2 sars-cov-2 vaccine"
"C173056","bnt162c2"
"C173056","bnt162c2 covid-19 vaccine"
"C173064","vitamin k antagonist"
"C173064","vka"
"C173066","direct thrombin inhibitor"
"C173066","dti"
"C173067","direct factor xa inhibitor"
"C173076","anti-her2 antibody conjugated natural killer cells ace1702"
"C173076","ace 1702"
"C173076","ace-1702"
"C173076","ace1702"
"C173076","anti-her2 antibody conjugated nk cells ace1702"
"C173076","anti-her2 antibody natural killer cell conjugate ace1702"
"C173076","anti-her2 conjugated nk cells ace1702"
"C173076","anti-her2 nk cells ace1702"
"C173076","anti-her2 onk cells"
"C1730","714-x"
"C1730","camphorminium chloride"
"C1730","trimethylbicyclonitraminoheptane chloride"
