"source_node","source_node_type","affected_gene","affected_gene_role","pathlength","link_product"
"C129376","treatment","BCL2","ONCOGENE",3,-1
"C129376","treatment","SOCS1","TUMOUR SUPPRESSOR",3,-1
"C129376","treatment","STAT6","ONCOGENE",3,0
"C129376","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C129376","treatment","SOS1","ONCOGENE",3,-1
"C129376","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C129376","treatment","PDGFRA","ONCOGENE",3,0
"C129376","treatment","PDGFRB","ONCOGENE",3,0
"C129376","treatment","FGFR1","ONCOGENE",3,0
"C129376","treatment","KIT","ONCOGENE",3,0
"C129376","treatment","NTRK1","ONCOGENE",3,0
"C129376","treatment","ERBB2","ONCOGENE",3,0
"C129376","treatment","MET","ONCOGENE",3,0
"C129376","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C129376","treatment","FGFR4","ONCOGENE",3,0
"C129376","treatment","EGFR","ONCOGENE",3,0
"C129376","treatment","FGFR2","ONCOGENE",3,0
"C129376","treatment","FGFR3","ONCOGENE",3,0
"C129376","treatment","FLT3","ONCOGENE",3,0
"C129376","treatment","KDR","ONCOGENE",3,0
"C129376","treatment","ERBB3","ONCOGENE",3,0
"C129376","treatment","PIK3CB","ONCOGENE",2,-1
"C129376","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C129376","treatment","PIK3CB","ONCOGENE",3,-1
"C129376","treatment","PIK3CA","ONCOGENE",3,-1
"C129376","treatment","CSF3R","ONCOGENE",3,0
"C129383","treatment","CCND2","ONCOGENE",3,0
"C129383","treatment","PIM1","TUMOUR SUPPRESSOR",3,0
"C129383","treatment","CCND1","ONCOGENE",3,0
"C129383","treatment","MYC","ONCOGENE",3,0
"C129383","treatment","BCL2","ONCOGENE",3,0
"C129383","treatment","CCND3","ONCOGENE",3,0
"C129383","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,0
"C129383","treatment","SOCS1","TUMOUR SUPPRESSOR",3,0
"C129383","treatment","STAT6","ONCOGENE",3,0
"C129383","treatment","STAT6","ONCOGENE",2,0
"C129383","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C129383","treatment","PIK3CA","ONCOGENE",3,0
"C129383","treatment","PIK3CB","ONCOGENE",3,0
"C129383","treatment","PTPN11","ONCOGENE",3,0
"C129383","treatment","JAK3","ONCOGENE",2,0
"C129693","treatment","ATR","TUMOUR SUPPRESSOR",1,-1
"C129693","treatment","TP53","TUMOUR SUPPRESSOR",3,1
"C129693","treatment","TP53","TUMOUR SUPPRESSOR",2,-1
"C129693","treatment","MDM2","ONCOGENE",3,-1
"C129693","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,0
"C129693","treatment","PTEN","TUMOUR SUPPRESSOR",3,-1
"C129693","treatment","PPM1D","TUMOUR SUPPRESSOR",3,-1
"C129693","treatment","TSC2","TUMOUR SUPPRESSOR",3,-1
"C129693","treatment","FAS","TUMOUR SUPPRESSOR",3,-1
"C129693","treatment","DDB2","TUMOUR SUPPRESSOR",3,0
"C129693","treatment","BCL2","ONCOGENE",3,1
"C129693","treatment","CHEK2","TUMOUR SUPPRESSOR",2,-1
"C130010","treatment","ERBB2","ONCOGENE",1,-1
"C130010","treatment","PIK3CA","ONCOGENE",2,0
"C130010","treatment","MTOR","ONCOGENE",3,0
"C130010","treatment","RAC1","ONCOGENE",3,0
"C130010","treatment","AKT1","ONCOGENE",3,0
"C130010","treatment","VAV1","ONCOGENE",3,0
"C130010","treatment","PIK3CB","ONCOGENE",2,0
"C130010","treatment","PLCG1","ONCOGENE",2,-1
"C130010","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C130010","treatment","PRKCB","ONCOGENE",3,0
"C130010","treatment","SOS1","ONCOGENE",3,-1
"C130010","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C130010","treatment","PDGFRA","ONCOGENE",3,0
"C130010","treatment","PDGFRB","ONCOGENE",3,0
"C130010","treatment","FGFR1","ONCOGENE",3,0
"C130010","treatment","KIT","ONCOGENE",3,0
"C130010","treatment","NTRK1","ONCOGENE",3,0
"C130010","treatment","ERBB2","ONCOGENE",3,0
"C130010","treatment","MET","ONCOGENE",3,0
"C130010","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C130010","treatment","FGFR4","ONCOGENE",3,0
"C130010","treatment","EGFR","ONCOGENE",3,0
"C130010","treatment","FGFR2","ONCOGENE",3,0
"C130010","treatment","FGFR3","ONCOGENE",3,0
"C130010","treatment","FLT3","ONCOGENE",3,0
"C130010","treatment","KDR","ONCOGENE",3,0
"C130010","treatment","ERBB3","ONCOGENE",3,0
"C130010","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,0
"C130010","treatment","MAPK1","ONCOGENE",3,0
"C130010","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C130010","treatment","PIK3CB","ONCOGENE",3,-1
"C130010","treatment","PIK3CA","ONCOGENE",3,-1
"C130010","treatment","STAT6","ONCOGENE",3,-1
"C130010","treatment","PTPN11","ONCOGENE",3,-1
"C130010","treatment","MAP2K1","ONCOGENE",2,-1
"C130010","treatment","JAK3","ONCOGENE",2,-1
"C130010","treatment","RHOA","ONCOGENE",3,-1
"C130010","treatment","CTNNB1","ONCOGENE",2,1
"C130010","treatment","CTNNB1","ONCOGENE",3,1
"C130010","treatment","CCND2","ONCOGENE",3,1
"C130010","treatment","CCND3","ONCOGENE",3,1
"C130010","treatment","TCF7L2","ONCOGENE",3,1
"C130010","treatment","CCND1","ONCOGENE",3,0
"C130010","treatment","CREBBP","TUMOUR SUPPRESSOR",3,-1
"C130010","treatment","EP300","TUMOUR SUPPRESSOR",3,-1
"C130010","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C130010","treatment","MAPK1","ONCOGENE",2,0
"C130010","treatment","CDK4","ONCOGENE",3,0
"C130010","treatment","ESR1","ONCOGENE",3,0
"C130010","treatment","MYC","ONCOGENE",3,0
"C130010","treatment","RPS6KA3","TUMOUR SUPPRESSOR",3,0
"C130010","treatment","BCL2","ONCOGENE",3,0
"C130010","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C130010","treatment","SMAD3","TUMOUR SUPPRESSOR",3,0
"C130010","treatment","SMAD2","TUMOUR SUPPRESSOR",3,0
"C130010","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C130010","treatment","AR","ONCOGENE",3,0
"C130036","treatment","AR","ONCOGENE",1,-1
"C130036","treatment","AR","ONCOGENE",2,-1
"C1303","treatment","STAT6","ONCOGENE",2,1
"C1303","treatment","BCL2","ONCOGENE",3,1
"C1303","treatment","MYC","ONCOGENE",3,1
"C1303","treatment","CCND1","ONCOGENE",3,1
"C1303","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C1303","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C1303","treatment","CCND3","ONCOGENE",3,1
"C1303","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C1303","treatment","CCND2","ONCOGENE",3,1
"C1303","treatment","STAT6","ONCOGENE",3,0
"C1303","treatment","IL6ST","ONCOGENE",1,1
"C1303","treatment","JAK3","ONCOGENE",2,1
"C1303","treatment","PIK3CA","ONCOGENE",3,1
"C1303","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C1303","treatment","PTPN11","ONCOGENE",3,1
"C1303","treatment","PIK3CB","ONCOGENE",3,1
"C1313","treatment","PLCB4","ONCOGENE",3,1
"C1313","treatment","GNA11","ONCOGENE",2,1
"C1313","treatment","GNAQ","ONCOGENE",2,1
"C1313","treatment","GNAS","ONCOGENE",2,1
"C131335","treatment","MAPK1","ONCOGENE",1,-1
"C131335","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C131335","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C131335","treatment","CDK4","ONCOGENE",3,0
"C131335","treatment","CCND1","ONCOGENE",3,0
"C131335","treatment","BIRC3","ONCOGENE",3,0
"C131335","treatment","CCND3","ONCOGENE",3,0
"C131335","treatment","CCND2","ONCOGENE",3,0
"C131335","treatment","BCL2","ONCOGENE",3,1
"C131335","treatment","CREBBP","TUMOUR SUPPRESSOR",3,1
"C131335","treatment","EP300","TUMOUR SUPPRESSOR",3,1
"C131335","treatment","FAS","TUMOUR SUPPRESSOR",3,0
"C131335","treatment","MYC","ONCOGENE",3,0
"C131335","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C131335","treatment","CDK4","ONCOGENE",2,1
"C131335","treatment","RB1","TUMOUR SUPPRESSOR",3,1
"C131335","treatment","RARA","ONCOGENE",3,1
"C131335","treatment","CCND1","ONCOGENE",2,1
"C131335","treatment","ESR1","ONCOGENE",2,1
"C131335","treatment","MYC","ONCOGENE",2,0
"C131335","treatment","RPS6KA3","TUMOUR SUPPRESSOR",2,0
"C131335","treatment","BCL2","ONCOGENE",2,0
"C131335","treatment","TSC2","TUMOUR SUPPRESSOR",2,1
"C131335","treatment","SMAD3","TUMOUR SUPPRESSOR",2,1
"C131335","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C131335","treatment","SMAD4","TUMOUR SUPPRESSOR",3,0
"C131335","treatment","SMAD2","TUMOUR SUPPRESSOR",2,1
"C131335","treatment","ID3","TUMOUR SUPPRESSOR",3,1
"C131335","treatment","TSC1","TUMOUR SUPPRESSOR",2,1
"C131335","treatment","RRAGC","ONCOGENE",3,0
"C131335","treatment","MAP2K1","ONCOGENE",3,0
"C131335","treatment","AR","ONCOGENE",2,0
"C131335","treatment","AR","ONCOGENE",3,0
"C131492","treatment","ABL1","ONCOGENE",1,-1
"C131492","treatment","PIK3CB","ONCOGENE",3,0
"C131492","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C131492","treatment","PIK3CA","ONCOGENE",3,0
"C131492","treatment","CBL","ONCOGENE",2,-1
"C131492","treatment","CCND2","ONCOGENE",3,-1
"C131492","treatment","PIM1","TUMOUR SUPPRESSOR",3,-1
"C131492","treatment","CCND1","ONCOGENE",3,0
"C131492","treatment","MYC","ONCOGENE",3,0
"C131492","treatment","BCL2","ONCOGENE",3,0
"C131492","treatment","CCND3","ONCOGENE",3,-1
"C131492","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,-1
"C131492","treatment","SOCS1","TUMOUR SUPPRESSOR",3,-1
"C131492","treatment","STAT6","ONCOGENE",3,0
"C131492","treatment","SOS1","ONCOGENE",3,-1
"C131492","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C131492","treatment","PDGFRA","ONCOGENE",3,0
"C131492","treatment","PDGFRB","ONCOGENE",3,0
"C131492","treatment","FGFR1","ONCOGENE",3,0
"C131492","treatment","KIT","ONCOGENE",3,0
"C131492","treatment","NTRK1","ONCOGENE",3,0
"C131492","treatment","ERBB2","ONCOGENE",3,0
"C131492","treatment","MET","ONCOGENE",3,0
"C131492","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C131492","treatment","FGFR4","ONCOGENE",3,0
"C131492","treatment","EGFR","ONCOGENE",3,0
"C131492","treatment","FGFR2","ONCOGENE",3,0
"C131492","treatment","FGFR3","ONCOGENE",3,0
"C131492","treatment","FLT3","ONCOGENE",3,0
"C131492","treatment","KDR","ONCOGENE",3,0
"C131492","treatment","ERBB3","ONCOGENE",3,0
"C131492","treatment","RB1","TUMOUR SUPPRESSOR",2,0
"C131492","treatment","MYC","ONCOGENE",2,0
"C131492","treatment","CDK4","ONCOGENE",3,0
"C131492","treatment","FLT3","ONCOGENE",1,-1
"C131492","treatment","PIK3CA","ONCOGENE",2,0
"C131492","treatment","MTOR","ONCOGENE",3,0
"C131492","treatment","RAC1","ONCOGENE",3,0
"C131492","treatment","AKT1","ONCOGENE",3,0
"C131492","treatment","VAV1","ONCOGENE",3,0
"C131492","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,0
"C131492","treatment","PIK3CB","ONCOGENE",2,0
"C131492","treatment","CSF3R","ONCOGENE",3,0
"C131492","treatment","EGFR","ONCOGENE",1,-1
"C131492","treatment","PTPN11","ONCOGENE",3,-1
"C131492","treatment","JAK3","ONCOGENE",2,-1
"C131492","treatment","MAP2K1","ONCOGENE",2,-1
"C131492","treatment","MAPK1","ONCOGENE",3,0
"C131492","treatment","HRAS","ONCOGENE",2,-1
"C131492","treatment","ARAF","ONCOGENE",3,-1
"C131492","treatment","RAF1","ONCOGENE",3,-1
"C131492","treatment","BRAF","ONCOGENE",3,-1
"C131492","treatment","RALGDS","ONCOGENE",3,-1
"C131492","treatment","PLCG1","ONCOGENE",2,-1
"C131492","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C131492","treatment","PRKCB","ONCOGENE",3,0
"C131492","treatment","NRAS","ONCOGENE",2,-1
"C131492","treatment","KRAS","ONCOGENE",2,-1
"C131492","treatment","RHOA","ONCOGENE",3,-1
"C131492","treatment","CTNNB1","ONCOGENE",2,1
"C131492","treatment","CTNNB1","ONCOGENE",3,0
"C131492","treatment","TCF7L2","ONCOGENE",3,1
"C131492","treatment","CREBBP","TUMOUR SUPPRESSOR",3,-1
"C131492","treatment","EP300","TUMOUR SUPPRESSOR",3,-1
"C131492","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C131492","treatment","RPS6KA3","TUMOUR SUPPRESSOR",3,0
"C131492","treatment","ESR1","ONCOGENE",3,0
"C131492","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C131492","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C131492","treatment","SMAD3","TUMOUR SUPPRESSOR",3,0
"C131492","treatment","SMAD2","TUMOUR SUPPRESSOR",3,0
"C131492","treatment","AR","ONCOGENE",3,0
"C131492","treatment","MAPK1","ONCOGENE",2,0
"C131492","treatment","ERBB2","ONCOGENE",2,0
"C131492","treatment","PLCG1","ONCOGENE",3,0
"C131492","treatment","MAP2K1","ONCOGENE",3,0
"C131492","treatment","JAK3","ONCOGENE",3,0
"C1318","treatment","TSC2","TUMOUR SUPPRESSOR",2,-1
"C1318","treatment","CCND2","ONCOGENE",2,1
"C1318","treatment","RB1","TUMOUR SUPPRESSOR",3,-1
"C1318","treatment","CCND1","ONCOGENE",2,1
"C1318","treatment","CCND3","ONCOGENE",2,1
"C1318","treatment","BCL2","ONCOGENE",3,1
"C1318","treatment","CREBBP","TUMOUR SUPPRESSOR",3,0
"C1318","treatment","EP300","TUMOUR SUPPRESSOR",3,0
"C1318","treatment","CTNNB1","ONCOGENE",2,0
"C1318","treatment","CTNNB1","ONCOGENE",3,0
"C1318","treatment","CCND2","ONCOGENE",3,0
"C1318","treatment","CCND3","ONCOGENE",3,0
"C1318","treatment","TCF7L2","ONCOGENE",3,0
"C1318","treatment","CCND1","ONCOGENE",3,0
"C1318","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C1318","treatment","SMO","ONCOGENE",3,1
"C1318","treatment","AXIN1","TUMOUR SUPPRESSOR",3,0
"C1318","treatment","AXIN2","TUMOUR SUPPRESSOR",3,0
"C1318","treatment","TSC1","TUMOUR SUPPRESSOR",2,-1
"C1318","treatment","MYC","ONCOGENE",2,1
"C1318","treatment","CDK4","ONCOGENE",3,1
"C1318","treatment","AXIN2","TUMOUR SUPPRESSOR",2,0
"C1318","treatment","APC","TUMOUR SUPPRESSOR",3,0
"C1318","treatment","AXIN1","TUMOUR SUPPRESSOR",2,0
"C131825","treatment","ACSL3","ONCOGENE",2,1
"C131825","treatment","ACSL3","ONCOGENE",3,0
"C131825","treatment","RXRA","TUMOUR SUPPRESSOR",2,0
"C132025","treatment","MET","ONCOGENE",1,-1
"C132025","treatment","PTPN11","ONCOGENE",3,-1
"C132025","treatment","PIK3CA","ONCOGENE",3,1
"C132025","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C132025","treatment","PIK3CB","ONCOGENE",3,1
"C132025","treatment","AKT1","ONCOGENE",3,0
"C132025","treatment","RAC1","ONCOGENE",3,1
"C132025","treatment","MTOR","ONCOGENE",3,1
"C132025","treatment","VAV1","ONCOGENE",3,0
"C132025","treatment","PIK3CA","ONCOGENE",2,-1
"C132025","treatment","HRAS","ONCOGENE",2,-1
"C132025","treatment","ARAF","ONCOGENE",3,-1
"C132025","treatment","RAF1","ONCOGENE",3,-1
"C132025","treatment","BRAF","ONCOGENE",3,-1
"C132025","treatment","RALGDS","ONCOGENE",3,-1
"C132025","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C132025","treatment","PIK3CB","ONCOGENE",2,-1
"C132025","treatment","SOS1","ONCOGENE",3,-1
"C132025","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C132025","treatment","PDGFRA","ONCOGENE",3,0
"C132025","treatment","PDGFRB","ONCOGENE",3,0
"C132025","treatment","FGFR1","ONCOGENE",3,0
"C132025","treatment","KIT","ONCOGENE",3,0
"C132025","treatment","NTRK1","ONCOGENE",3,0
"C132025","treatment","ERBB2","ONCOGENE",3,0
"C132025","treatment","MET","ONCOGENE",3,0
"C132025","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C132025","treatment","FGFR4","ONCOGENE",3,0
"C132025","treatment","EGFR","ONCOGENE",3,0
"C132025","treatment","FGFR2","ONCOGENE",3,0
"C132025","treatment","FGFR3","ONCOGENE",3,0
"C132025","treatment","FLT3","ONCOGENE",3,0
"C132025","treatment","KDR","ONCOGENE",3,0
"C132025","treatment","ERBB3","ONCOGENE",3,0
"C132025","treatment","PLCG1","ONCOGENE",2,-1
"C132025","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C132025","treatment","PRKCB","ONCOGENE",3,0
"C132025","treatment","KRAS","ONCOGENE",2,-1
"C132025","treatment","NRAS","ONCOGENE",2,-1
"C132025","treatment","RHOA","ONCOGENE",3,-1
"C132025","treatment","CTNNB1","ONCOGENE",2,1
"C132025","treatment","CTNNB1","ONCOGENE",3,1
"C132025","treatment","CCND2","ONCOGENE",3,1
"C132025","treatment","CCND3","ONCOGENE",3,1
"C132025","treatment","TCF7L2","ONCOGENE",3,1
"C132025","treatment","CCND1","ONCOGENE",3,1
"C132025","treatment","CREBBP","TUMOUR SUPPRESSOR",3,-1
"C132025","treatment","EP300","TUMOUR SUPPRESSOR",3,-1
"C132025","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C132046","treatment","PLCB4","ONCOGENE",3,1
"C132046","treatment","GNA11","ONCOGENE",2,-1
"C132046","treatment","GNAQ","ONCOGENE",2,-1
"C132071","treatment","PLCB4","ONCOGENE",3,1
"C132071","treatment","GNAQ","ONCOGENE",2,-1
"C132071","treatment","GNA11","ONCOGENE",2,-1
"C132166","treatment","PIK3CA","ONCOGENE",1,-1
"C132166","treatment","MTOR","ONCOGENE",3,0
"C132166","treatment","MDM2","ONCOGENE",3,0
"C132166","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,0
"C132166","treatment","CDKN1B","TUMOUR SUPPRESSOR",3,0
"C132166","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C132166","treatment","RAF1","ONCOGENE",3,0
"C132166","treatment","FOXO1","ONCOGENE",3,0
"C132166","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C132166","treatment","MAP2K4","TUMOUR SUPPRESSOR",3,0
"C132166","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C132166","treatment","RELA","ONCOGENE",3,0
"C132166","treatment","MTOR","ONCOGENE",2,-1
"C132166","treatment","RHOA","ONCOGENE",3,-1
"C132166","treatment","PRKCB","ONCOGENE",3,-1
"C132166","treatment","CLIP1","TUMOUR SUPPRESSOR",3,-1
"C132166","treatment","PAK2","ONCOGENE",3,-1
"C132166","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,-1
"C132166","treatment","AKT1","ONCOGENE",3,0
"C132166","treatment","RAC1","ONCOGENE",2,-1
"C132166","treatment","PIK3CA","ONCOGENE",3,1
"C132166","treatment","PIK3CB","ONCOGENE",3,1
"C132166","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C132166","treatment","AKT1","ONCOGENE",2,0
"C132166","treatment","VAV1","ONCOGENE",2,0
"C132166","treatment","RAC1","ONCOGENE",3,0
"C132295","treatment","CCDC6","TUMOUR SUPPRESSOR",1,-1
"C132295","treatment","HRAS","ONCOGENE",2,0
"C132295","treatment","ARAF","ONCOGENE",3,0
"C132295","treatment","PIK3CA","ONCOGENE",3,0
"C132295","treatment","RAF1","ONCOGENE",3,0
"C132295","treatment","BRAF","ONCOGENE",3,0
"C132295","treatment","RALGDS","ONCOGENE",3,0
"C132295","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C132295","treatment","PIK3CB","ONCOGENE",3,0
"C132295","treatment","KRAS","ONCOGENE",2,0
"C132295","treatment","NRAS","ONCOGENE",2,0
"C132295","treatment","KIF5B","ONCOGENE",1,-1
"C132295","treatment","RET","ONCOGENE",1,-1
"C132295","treatment","PRKCB","ONCOGENE",3,0
"C132295","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C132295","treatment","PLCG1","ONCOGENE",2,-1
"C132725","treatment","PLCB4","ONCOGENE",3,1
"C132725","treatment","GNAQ","ONCOGENE",2,1
"C132725","treatment","GNA11","ONCOGENE",2,1
"C132738","treatment","GNAS","ONCOGENE",2,1
"C132740","treatment","JAK3","ONCOGENE",1,-1
"C132740","treatment","BCL2","ONCOGENE",3,-1
"C132740","treatment","PIM1","TUMOUR SUPPRESSOR",3,-1
"C132740","treatment","SOCS1","TUMOUR SUPPRESSOR",3,-1
"C132740","treatment","CCND1","ONCOGENE",3,-1
"C132740","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,-1
"C132740","treatment","CCND2","ONCOGENE",3,-1
"C132740","treatment","CCND3","ONCOGENE",3,-1
"C132740","treatment","MYC","ONCOGENE",3,-1
"C132740","treatment","STAT6","ONCOGENE",3,0
"C132740","treatment","RAC1","ONCOGENE",3,1
"C132740","treatment","AKT1","ONCOGENE",3,0
"C132740","treatment","MTOR","ONCOGENE",3,1
"C132740","treatment","VAV1","ONCOGENE",3,0
"C132740","treatment","PIK3CA","ONCOGENE",2,-1
"C132740","treatment","STAT6","ONCOGENE",2,-1
"C132740","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C132740","treatment","PTPN11","ONCOGENE",2,-1
"C132740","treatment","SOS1","ONCOGENE",3,-1
"C132740","treatment","MAPK1","ONCOGENE",3,0
"C132740","treatment","PIK3CB","ONCOGENE",2,-1
"C133227","treatment","MTOR","ONCOGENE",1,-1
"C133227","treatment","RHOA","ONCOGENE",2,-1
"C133227","treatment","PRKCB","ONCOGENE",2,-1
"C133227","treatment","NRAS","ONCOGENE",3,0
"C133227","treatment","RAF1","ONCOGENE",3,0
"C133227","treatment","BRAF","ONCOGENE",3,-1
"C133227","treatment","ARAF","ONCOGENE",3,-1
"C133227","treatment","HRAS","ONCOGENE",3,0
"C133227","treatment","MTOR","ONCOGENE",3,-1
"C133227","treatment","KRAS","ONCOGENE",3,0
"C133227","treatment","RRAS2","ONCOGENE",3,0
"C133227","treatment","CLIP1","TUMOUR SUPPRESSOR",2,-1
"C133230","treatment","GNAS","ONCOGENE",2,-1
"C133691","treatment","EGFR","ONCOGENE",1,-1
"C133691","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,0
"C133691","treatment","RAC1","ONCOGENE",3,0
"C133691","treatment","MTOR","ONCOGENE",3,0
"C133691","treatment","AKT1","ONCOGENE",3,0
"C133691","treatment","VAV1","ONCOGENE",3,0
"C133691","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C133691","treatment","STAT6","ONCOGENE",3,0
"C133691","treatment","PTPN11","ONCOGENE",3,-1
"C133691","treatment","PIK3CA","ONCOGENE",3,0
"C133691","treatment","PIK3CB","ONCOGENE",3,0
"C133691","treatment","BCL2","ONCOGENE",3,0
"C133691","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C133691","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C133691","treatment","CCND1","ONCOGENE",3,0
"C133691","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C133691","treatment","CCND2","ONCOGENE",3,1
"C133691","treatment","CCND3","ONCOGENE",3,1
"C133691","treatment","MYC","ONCOGENE",3,0
"C133691","treatment","JAK3","ONCOGENE",2,-1
"C133691","treatment","MAP2K1","ONCOGENE",2,-1
"C133691","treatment","MAPK1","ONCOGENE",3,0
"C133691","treatment","HRAS","ONCOGENE",2,-1
"C133691","treatment","ARAF","ONCOGENE",3,-1
"C133691","treatment","RAF1","ONCOGENE",3,-1
"C133691","treatment","BRAF","ONCOGENE",3,-1
"C133691","treatment","RALGDS","ONCOGENE",3,-1
"C133691","treatment","PIK3CB","ONCOGENE",2,0
"C133691","treatment","PLCG1","ONCOGENE",2,-1
"C133691","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C133691","treatment","PRKCB","ONCOGENE",3,0
"C133691","treatment","NRAS","ONCOGENE",2,-1
"C133691","treatment","KRAS","ONCOGENE",2,-1
"C133691","treatment","SOS1","ONCOGENE",3,-1
"C133691","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C133691","treatment","PDGFRA","ONCOGENE",3,0
"C133691","treatment","PDGFRB","ONCOGENE",3,0
"C133691","treatment","FGFR1","ONCOGENE",3,0
"C133691","treatment","KIT","ONCOGENE",3,0
"C133691","treatment","NTRK1","ONCOGENE",3,0
"C133691","treatment","ERBB2","ONCOGENE",3,0
"C133691","treatment","MET","ONCOGENE",3,0
"C133691","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C133691","treatment","FGFR4","ONCOGENE",3,0
"C133691","treatment","EGFR","ONCOGENE",3,0
"C133691","treatment","FGFR2","ONCOGENE",3,0
"C133691","treatment","FGFR3","ONCOGENE",3,0
"C133691","treatment","FLT3","ONCOGENE",3,0
"C133691","treatment","KDR","ONCOGENE",3,0
"C133691","treatment","ERBB3","ONCOGENE",3,0
"C133691","treatment","PIK3CA","ONCOGENE",2,0
"C133691","treatment","RHOA","ONCOGENE",3,-1
